,_id,category,subcategory,item_name,item_id,catalog_id,contract_id,contract_total_value,contract_start_date,contract_end_date,contract_term,purchase_id,user_name,user_id,supplier_name,supplier_id,purchase_date,delivery_date,quantity,unit_price,totalcost,cost_center,gl_account,currency,budget_owner,budget,budget_available,department,role,country,contact_number,email,supplier_rating,avg_delivery_time,lead_time,reliability_score,description,specification,discount,discount_percent,payment_terms,quarter,year,month,spend_type
10,66daab336d6bf24ccc376165,Office Furniture,Office Chair,La-Z-Boy Delano,I090,CAT001,nan,,,,nan,PO816,Mrs. Tiffany Ho,US063,Watkins and Sons,SUP041,2024-05-24,2024-06-17,15,216.0,3244.0,CC88,GL16000,USD,Grace Moore,11000000.0,10998648.0,Warehouse,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The La-Z-Boy Delano is a stylish and comfortable office chair designed for executive workspaces. It features a padded leather upholstery, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Leather upholstery, adjustable lumbar support, tilt mechanism, height adjustment, padded armrests.",,0.0,Net 30 days,2024Q2,2024,2024-05,Main Spend
11,66daab336d6bf24ccc375f63,Computers & Electronics,Printer,Ricoh SP 3710DN,I131,CAT001,nan,,,,nan,PO302,Michael Gomez,US041,Watkins and Sons,SUP041,2024-08-04,2024-04-17,12,248.0,2977.0,CC86,GL15800,USD,Cathy Brown,1600000.0,1592872.0,Finance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Ricoh SP 3710DN is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 35 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 500-sheet tray, automatic duplex printing.",,0.0,Net 45 days,2024Q3,2024,2024-08,Main Spend
12,66daab336d6bf24ccc375fa8,Computers & Electronics,Desktop Computer,Acer Aspire TC-895-UA92,I118,nan,nan,,,,nan,PO371,Matthew Willis,US085,Watkins and Sons,SUP041,2024-02-28,2024-03-18,15,198.0,2975.0,CC86,GL15800,USD,Cathy Brown,1600000.0,1590165.0,Finance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Acer Aspire TC-895-UA92 is a budget-friendly desktop computer suitable for everyday computing tasks. It offers reliable performance and essential features at an affordable price.,"Specs: Intel Core i5 CPU, 8GB RAM, 512GB SSD, Intel UHD Graphics, Windows 10 Home.",,0.0,Net 45 days,2024Q1,2024,2024-02,Main Spend
13,66daab336d6bf24ccc375f10,Networking Devices,Switch,Cisco Catalyst 2960-X Series,I132,nan,nan,,,,nan,PO219,Elijah Bates,US071,Watkins and Sons,SUP041,2024-05-16,2024-05-22,11,263.0,2890.0,CC99,GL17100,USD,Alice Johnson,7500000.0,7499084.0,Assembly,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Cisco Catalyst 2960-X Series is a high-performance, enterprise-grade Ethernet switch designed for robust and secure network connectivity. It offers advanced features, scalability, and comprehensive security capabilities.","Specs: 24/48 Gigabit Ethernet ports, PoE+ support, stacking capability, IPv6 support, advanced QoS.",,0.0,Net 120 days,2024Q2,2024,2024-05,Main Spend
14,66daab336d6bf24ccc375e7a,Presentation Equipment,Projector,Sony VPL-VW295ES,I108,CAT001,nan,,,,nan,PO069,Robert Allen,US049,Watkins and Sons,SUP041,2024-05-25,2024-04-06,19,150.0,2851.0,CC81,GL15200,USD,John Doe,80000.0,58394.0,Maintenance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Sony VPL-VW295ES is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,500 lumens, 3840x2160 resolution, HDR support, SXRD panel, HDMI/USB inputs.",,0.0,Net 30 days,2024Q2,2024,2024-05,Main Spend
15,66daab336d6bf24ccc376135,Computers & Electronics,Desktop Computer,Acer Aspire TC-895-UA92,I118,nan,nan,,,,nan,PO768,Joshua Wood,US001,Watkins and Sons,SUP041,2024-11-02,2024-02-16,14,198.0,2776.0,CC82,GL15300,USD,John Doe,1500000.0,1490820.0,Maintenance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Acer Aspire TC-895-UA92 is a budget-friendly desktop computer suitable for everyday computing tasks. It offers reliable performance and essential features at an affordable price.,"Specs: Intel Core i5 CPU, 8GB RAM, 512GB SSD, Intel UHD Graphics, Windows 10 Home.",,0.0,Net 30 days,2024Q4,2024,2024-11,Main Spend
16,66daab336d6bf24ccc37608f,Office Furniture,Office Chair,Herman Miller Aeron Chair,I082,CAT001,nan,,,,nan,PO602,David Herrera,US093,Watkins and Sons,SUP041,2024-03-16,2024-04-04,17,161.0,2745.0,CC92,GL16400,USD,Henry Hall,1300000.0,1298313.0,Marketing,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter.",,0.0,Net 35 days,2024Q1,2024,2024-03,Main Spend
17,66daab336d6bf24ccc376154,Office Furniture,Office Chair,Sihoo Ergonomic Office Chair,I091,CAT001,nan,,,,nan,PO799,Jason Bishop,US030,Watkins and Sons,SUP041,2024-04-24,2024-11-05,10,270.0,2700.0,CC100,GL17200,USD,Bob Lee,1500000.0,1499058.0,Production,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Sihoo Ergonomic Office Chair is a budget-friendly option that offers ergonomic features for long-term comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, tilt mechanism, height adjustment, padded seat.",,0.0,Net 30 days,2024Q2,2024,2024-04,Main Spend
18,66daab336d6bf24ccc3760f9,Computers & Electronics,Printer,Canon PIXMA TR4520,I123,CAT001,nan,,,,nan,PO708,April Brown,US081,Watkins and Sons,SUP041,2024-09-01,2024-11-01,12,220.0,2638.0,CC90,GL16200,USD,Grace Moore,1550000.0,1543658.0,Warehouse,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Canon PIXMA TR4520 is an all-in-one inkjet printer designed for home and small office use. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/USB connectivity, 100-sheet tray, LCD display.",,0.0,Net 30 days,2024Q3,2024,2024-09,Main Spend
19,66daab336d6bf24ccc375fea,Office Furniture,Office Chair,IKEA Markus,I089,CAT001,nan,,,,nan,PO437,Summer Carroll,US020,Watkins and Sons,SUP041,2024-01-13,2024-01-17,16,163.0,2616.0,CC100,GL17200,USD,Bob Lee,1500000.0,1498428.0,Production,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests.",,0.0,Net 45 days,2024Q1,2024,2024-01,Main Spend
20,66daab336d6bf24ccc376119,Computers & Electronics,Desktop Computer,Lenovo ThinkCentre M920,I115,CAT001,nan,,,,nan,PO740,Andrea Coleman,US094,Watkins and Sons,SUP041,2024-03-27,2024-02-04,9,286.0,2578.0,CC82,GL15300,USD,John Doe,1500000.0,1495262.0,Maintenance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Lenovo ThinkCentre M920 is a powerful and reliable desktop computer designed for business and enterprise use. It offers high performance, robust security features, and manageability.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 3TB HDD/2TB SSD, Windows 10 Pro, TPM security.",,0.0,Net 30 days,2024Q1,2024,2024-03,Main Spend
21,66daab336d6bf24ccc376138,Presentation Equipment,Projector,Epson PowerLite 1781W,I102,CAT001,nan,,,,nan,PO771,Randy Salas,US025,Watkins and Sons,SUP041,2024-01-13,2024-01-29,9,284.0,2556.0,CC93,GL16500,USD,Henry Hall,100000.0,90704.0,Marketing,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio.",,0.0,Net 30 days,2024Q1,2024,2024-01,Main Spend
22,66daab336d6bf24ccc37604e,Presentation Equipment,Projector,Anker Nebula Capsule II,I106,nan,nan,,,,nan,PO537,Karen Fowler,US005,Watkins and Sons,SUP041,2024-08-03,2024-04-04,11,232.0,2551.0,CC81,GL15200,USD,John Doe,80000.0,67605.0,Maintenance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input.",,0.0,Net 35 days,2024Q3,2024,2024-08,Main Spend
23,66daab336d6bf24ccc375e42,Office Furniture,Conference Table,Mayline Aberdeen Series Table,I101,CAT001,nan,,,,nan,PO013,Karen Casey,US074,Watkins and Sons,SUP041,2024-03-13,2024-03-25,15,169.0,2530.0,CC92,GL16400,USD,Henry Hall,1300000.0,1298287.0,Marketing,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Mayline Aberdeen Series Table is a high-end conference table designed for executive offices. It features a solid wood construction, a rich finish, and built-in cable management.","Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system.",,0.0,Net 120 days,2024Q1,2024,2024-03,Main Spend
24,66daab336d6bf24ccc37604f,Computers & Electronics,Desktop Computer,Dell OptiPlex 7080,I112,CAT001,nan,,,,nan,PO538,Carla Valencia,US019,Watkins and Sons,SUP041,2024-01-25,2024-01-29,18,132.0,2376.0,CC82,GL15300,USD,John Doe,1500000.0,1487881.0,Maintenance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Dell OptiPlex 7080 is a powerful and reliable desktop computer designed for business and office use. It offers high-performance components and secure management features.,"Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 4TB HDD/1TB SSD, Windows 10 Pro, TPM security.",,0.0,Net 35 days,2024Q1,2024,2024-01,Main Spend
25,66daab336d6bf24ccc375e95,Computers & Electronics,Printer,Xerox B210,I126,nan,nan,,,,nan,PO096,Wanda Davis,US023,Watkins and Sons,SUP041,2024-02-21,2024-03-14,8,292.0,2334.0,CC98,GL17000,USD,Alice Johnson,1800000.0,1795214.0,Assembly,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional.",,0.0,Net 45 days,2024Q1,2024,2024-02,Main Spend
26,66daab336d6bf24ccc3760a1,Office Furniture,Conference Table,Mayline Aberdeen Series Table,I101,CAT001,nan,,,,nan,PO620,Justin Baldwin,US087,Watkins and Sons,SUP041,2024-02-14,2024-02-16,13,169.0,2193.0,CC84,GL15600,USD,Cathy Brown,1200000.0,1198515.0,Finance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Mayline Aberdeen Series Table is a high-end conference table designed for executive offices. It features a solid wood construction, a rich finish, and built-in cable management.","Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system.",,0.0,Net 35 days,2024Q1,2024,2024-02,Main Spend
27,66daab336d6bf24ccc37603e,Computers & Electronics,Desktop Computer,HP EliteDesk 800 G6,I114,CAT001,nan,,,,nan,PO521,Matthew Willis,US085,Watkins and Sons,SUP041,2024-02-16,2024-02-24,10,217.0,2168.0,CC86,GL15800,USD,Cathy Brown,1600000.0,1593903.0,Finance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The HP EliteDesk 800 G6 is a reliable and secure desktop computer designed for business and enterprise use. It offers high performance, robust security features, and manageability.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 3TB HDD/2TB SSD, Windows 10 Pro, TPM security.",,0.0,Net 45 days,2024Q1,2024,2024-02,Main Spend
28,66daab336d6bf24ccc375fc1,Office Furniture,Office Chair,Secretlab Omega Series,I085,CAT001,nan,,,,nan,PO396,Riley Nelson,US059,Watkins and Sons,SUP041,2024-06-06,2024-02-07,12,178.0,2142.0,CC84,GL15600,USD,Cathy Brown,1200000.0,1198847.0,Finance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Secretlab Omega Series is a premium gaming chair designed for extended gaming sessions. It features a high-density cold-cure foam cushion, adjustable lumbar support, and a multi-tilt mechanism for customized recline.","Specs: Cold-cure foam cushion, 4D armrests, multi-tilt mechanism, lumbar support, memory foam headrest.",,0.0,Net 45 days,2024Q2,2024,2024-06,Main Spend
29,66daab336d6bf24ccc375f30,Presentation Equipment,Projector,Sony VPL-VW295ES,I108,CAT001,nan,,,,nan,PO251,Renee Colon,US077,Watkins and Sons,SUP041,2024-04-19,2024-04-23,14,150.0,2101.0,CC93,GL16500,USD,Henry Hall,100000.0,84080.0,Marketing,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Sony VPL-VW295ES is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,500 lumens, 3840x2160 resolution, HDR support, SXRD panel, HDMI/USB inputs.",,0.0,Net 120 days,2024Q2,2024,2024-04,Main Spend
30,66daab336d6bf24ccc375fdb,Presentation Equipment,Projector,Epson PowerLite 1781W,I102,CAT001,nan,,,,nan,PO422,Robert May,US057,Watkins and Sons,SUP041,2024-04-03,2024-11-03,7,284.0,1988.0,CC85,GL15700,USD,Cathy Brown,900000.0,892769.0,Finance,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio.",,0.0,Net 45 days,2024Q2,2024,2024-04,Main Spend
31,66daab336d6bf24ccc375fd8,Networking Devices,Switch,TP-Link TL-SG108,I134,CAT001,nan,,,,nan,PO419,Tammy Foster,US011,Watkins and Sons,SUP041,2024-04-01,2024-01-18,8,248.0,1985.0,CC87,GL15900,USD,Cathy Brown,600000.0,599413.0,Finance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The TP-Link TL-SG108 is an unmanaged Gigabit Ethernet switch designed for easy and cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 8 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play.",,0.0,Net 45 days,2024Q2,2024,2024-04,Main Spend
32,66daab336d6bf24ccc37612e,Computers & Electronics,Desktop Computer,Apple iMac 27-inch,I113,CAT001,nan,,,,nan,PO761,Larry Patton,US089,Watkins and Sons,SUP041,2024-11-03,2024-03-18,10,172.0,1721.0,CC103,GL17400,USD,Bob Lee,1900000.0,1894218.0,Production,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Apple iMac 27-inch is an all-in-one desktop computer with a stunning Retina 5K display. It offers powerful performance, sleek design, and macOS for seamless productivity.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 4TB SSD, Retina 5K display, macOS.",,0.0,Net 30 days,2024Q4,2024,2024-11,Main Spend
33,66daab336d6bf24ccc375e41,Networking Devices,Switch,Linksys LGS116P,I138,CAT001,nan,,,,nan,PO012,John Martinez,US097,Watkins and Sons,SUP041,2024-08-05,2024-05-18,14,121.0,1699.0,CC83,GL15400,USD,John Doe,5000000.0,4999068.0,Maintenance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Linksys LGS116P is an unmanaged Gigabit Ethernet switch designed for small networks and PoE-powered devices. It offers reliable connectivity and PoE support for seamless device powering.,"Specs: 16 Gigabit Ethernet ports, 8 PoE ports, 58W PoE budget, fanless design, plug-and-play.",,0.0,Net 120 days,2024Q3,2024,2024-08,Main Spend
34,66daab336d6bf24ccc3761b9,Office Furniture,Conference Table,Safco Products Medina Table,I099,CAT001,nan,,,,nan,PO900,Robert May,US057,Watkins and Sons,SUP041,2024-03-28,2024-04-23,10,162.0,1624.0,CC84,GL15600,USD,Cathy Brown,1200000.0,1198056.0,Finance,Employee,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,The Safco Products Medina Table is a contemporary conference table with a sleek design. It features a tempered glass top and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, tempered glass top, metal frame, cable management system.",,0.0,Net 30 days,2024Q1,2024,2024-03,Main Spend
35,66daab336d6bf24ccc3761ad,Computers & Electronics,Desktop Computer,Alienware Aurora R11,I119,CAT001,nan,,,,nan,PO888,Shawn Zuniga,US095,Watkins and Sons,SUP041,2024-05-04,2024-05-05,16,98.0,1570.0,CC90,GL16200,USD,Grace Moore,1550000.0,1538999.0,Warehouse,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Alienware Aurora R11 is a high-performance gaming desktop computer designed for immersive gaming experiences. It features powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3090 GPU, Windows 10.",,0.0,Net 30 days,2024Q2,2024,2024-05,Main Spend
36,66daab336d6bf24ccc376024,Networking Devices,Switch,Zyxel GS1900-24E,I141,CAT001,nan,,,,nan,PO495,Thomas Moore,US061,Watkins and Sons,SUP041,2024-10-02,2024-04-03,19,80.0,1527.0,CC87,GL15900,USD,Cathy Brown,600000.0,598215.0,Finance,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Zyxel GS1900-24E is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and reliable performance.","Specs: 24 Gigabit Ethernet ports, 4 PoE ports, 192W PoE budget, web-based management, Layer 2 switching.",,0.0,Net 45 days,2024Q4,2024,2024-10,Main Spend
37,66daab336d6bf24ccc37614f,Computers & Electronics,Printer,Ricoh SP 3710DN,I131,CAT001,nan,,,,nan,PO794,Jason Barnes,US060,Watkins and Sons,SUP041,2024-03-20,2024-01-04,6,248.0,1488.0,CC86,GL15800,USD,Cathy Brown,1600000.0,1596436.0,Finance,Department Head,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The Ricoh SP 3710DN is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 35 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 500-sheet tray, automatic duplex printing.",,0.0,Net 30 days,2024Q1,2024,2024-03,Main Spend
38,66daab336d6bf24ccc376107,Networking Devices,Switch,MikroTik CRS305-1G-4S+IN,I140,CAT001,nan,,,,nan,PO722,Bobby White,US088,Watkins and Sons,SUP041,2024-09-06,2024-06-16,20,71.0,1412.0,CC95,GL16700,USD,Henry Hall,700000.0,698047.0,Marketing,Procurement Manager,Brazil,+55 1562979748,watkinsandsons@gmail.com,3.5,5,6,2.0,"The MikroTik CRS305-1G-4S+IN is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced routing and management features, PoE support, and reliable performance.","Specs: 5 Gigabit Ethernet ports, 4 PoE ports, 57W PoE budget, RouterOS Level 5 license, Layer 3 switching.",,0.0,Net 30 days,2024Q3,2024,2024-09,Tail Spend
